F5SPECS,C1FMOTOR,C4R4RSCL,C4R4MSCL,P4ATTENI,P4SOLVE,P4SADLON,T4EXTERN,T4INTERN,GENDER,WKWHITE,WKSESL
NA,8,NA,NA,NA,NA,NA,NA,NA,2,1,0.33
2,6,62.16,53.17,2,2,1.25,1,1,1,1,0.88
2,8,56.1,51.06,2,2,2.25,1,1,2,1,0.2
2,6,65.93,64.5,1,2,1.25,1.4,4,1,1,-0.36
2,9,66.42,69.37,2,1,1.75,1,1.5,2,1,0.51
2,6,73.76,66.55,3,2,1.75,2,2,1,1,-0.46
2,6,61.43,41.74,3,3,3.25,3.2,2.5,2,2,-0.62
2,9,77.29,63.88,2,2,1.75,1.6,1.25,1,1,0.03
2,8,87.8,62.22,2,2,2.25,1,1.5,2,1,0.63
2,9,68.48,56.8,2,1,1.75,1,1.75,2,1,-0.47
2,5,65.1,42.05,2,2,1.5,3.4,1.75,1,2,-0.33
2,8,65.53,55.35,2,2,2,1,3.25,2,1,0.09
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,0.13
2,5,53.21,61.34,2,2,1.5,2.2,1.75,1,1,-0.62
2,6,67.05,65.73,4,3,2,2.2,2,1,1,-0.47
2,7,NA,NA,1,1,1.75,NA,NA,2,1,-0.74
NA,NA,68.17,61.14,3,2,1.75,2,1.5,1,2,-1.1
2,6,58.45,52.52,2,2,1.5,2.2,1.5,2,2,-0.74
2,8,85.01,69.91,2,1,1.75,1.6,1.25,2,1,-0.33
2,8,58.85,53.71,2,2,1,NA,NA,1,2,-0.46
2,3,72.33,48.02,2,3,1.75,2.6,1.75,1,1,-1.39
2,8,58.23,55.81,3,2,1.75,2.6,2,1,2,0.35
1,NA,31.89,20.39,4,3,1.25,2.6,1,2,2,0.24
NA,2,48.26,30.15,NA,NA,NA,2.2,2,2,1,-0.82
2,6,69.09,67.16,2,2,1.25,1.2,2,1,2,-0.96
2,NA,66.75,60.89,3,2,1.75,1.5,1.33,2,1,-0.71
NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,-0.96
NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,-0.67
2,8,58.51,41.61,4,2,2.75,2.6,1.5,2,2,-1.13
NA,7,74.57,58.48,NA,NA,NA,2,2.25,2,1,-0.07
-9,4,53.16,54.41,3,2,1.5,3.8,2,1,2,-0.65
2,6,58.98,59.88,2,2,1.75,1.4,2,1,2,-0.31
2,4,61.39,45.88,2,3,1.75,1,1.5,2,1,-1.07
2,5,59.12,49.28,2,2,1.25,2,2,2,1,-0.31
-9,8,NA,NA,2,2,1.75,NA,NA,2,1,-0.67
2,6,64.14,45.84,2,2,1.25,1.4,1.75,2,2,0.23
NA,5,47.82,36.44,2,3,1,1.6,1.25,2,1,-0.62
2,NA,120.56,69.12,1,1,2,1,1.5,2,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,5,65.1,57.98,2,2,1,2,2,1,2,-0.3
2,4,62.98,60.36,2,3,1.5,2.4,1.33,2,1,0.51
2,5,69.82,77.7,1,2,1.5,1,1,1,2,0.47
2,7,63.3,67.46,2,2,2.75,1.4,1.75,2,2,-0.5
-9,5,59.89,59.02,2,2,1.5,NA,NA,1,2,-0.34
2,6,65.15,52.67,3,3,2,3,2,2,2,-0.61
-9,6,104.68,73,2,2,1.5,1,1,2,2,-0.8
2,8,66.75,78.99,1,1,1.5,1.6,1,1,2,-0.71
1,1,28.79,26.47,NA,NA,NA,1.2,1.25,2,2,-1.38
1,1,53.24,31.82,2,2,1.25,2.6,1.25,2,1,-0.75
-9,4,48.25,44.36,2,2,2,NA,NA,1,1,0.65
2,2,70.71,52.46,2,1,1.5,1.4,1,1,1,-0.38
NA,6,78.76,84.71,NA,NA,NA,2,1.5,1,2,-0.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-0.58
2,7,86.39,59.89,1,1,1,1.4,1,2,2,-0.49
-9,6,80.78,77.85,2,2,1.5,1,1,2,2,-0.34
2,6,65.62,55.82,2,2,2,1,2,2,1,-0.33
2,5,69.78,59.09,2,2,1.25,1,1,2,1,-0.28
2,9,96.08,56.02,2,1,1,2.4,3,2,2,-0.29
2,6,116.43,66.73,1,1,1.25,1,1,2,2,-0.36
2,5,63.52,62.19,NA,NA,NA,2.6,1,2,1,-1.63
-9,4,76.41,63.69,2,2,1.25,2,1,2,2,-0.9
1,5,49.1,34.36,2,2,1,2.2,1.5,1,1,-0.67
1,NA,NA,NA,4,4,1,3,2.25,1,1,-0.75
NA,7,155.73,87.8,2,1,2,1.2,1.25,1,1,0.98
2,8,84.45,45.26,2,2,1.75,2,2,2,1,0.13
2,6,85.24,59.89,2,2,1.75,1.2,1.25,2,1,-0.1
2,9,88.88,96.9,1,1,1.5,1.2,1.25,1,1,-0.08
2,7,68.28,53.5,2,2,1.5,1.2,1.75,2,1,-0.09
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,0.75
2,8,101,101.07,2,1,1.5,1,1.25,1,1,-0.05
NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,0.45
2,9,57.91,58.36,2,2,2.25,1.2,1.25,1,1,-0.31
2,4,72.85,50.82,3,3,1.75,1,1.25,2,1,0.95
2,9,119.86,94.71,NA,NA,NA,1.4,1.25,1,1,0.79
2,8,81.36,57.83,2,2,1.75,1.6,1,2,1,0.47
2,8,137.43,85.98,2,2,1.75,1.6,1.75,2,1,0.47
2,8,68.92,71.51,2,2,2,1.4,1,1,1,-0.01
2,7,87.21,76.95,2,2,2.25,1.2,1.25,1,1,0.59
2,9,75.82,89.34,3,2,1.5,2.4,1,2,1,0.75
2,9,107.21,103.74,2,1,1.25,1,1.25,2,1,-0.45
NA,8,77.63,71.76,2,2,1.75,1.2,1.5,2,1,0.45
2,8,73.92,78.03,1,1,1.5,1.2,1.25,2,1,-0.05
2,4,85.8,58.3,3,3,1.75,3,1.5,1,1,-0.38
2,4,66.84,52.23,2,2,2,1,1.25,1,1,0.47
2,8,89.76,56.32,2,1,1.5,1.8,1.25,2,1,0.85
2,9,150.32,118.51,3,1,1,1,1,1,1,0.72
2,7,67.82,57.76,3,2,1.5,1.6,1.25,1,1,-0.31
1,9,65.24,63.75,1,1,1.75,-9,2,1,1,0.14
2,8,123.22,87.26,2,2,1.25,2.2,1.25,1,1,1
2,8,92.43,59.1,1,1,1.25,1.8,1.25,2,1,0.55
1,5,55.89,70.21,2,2,2,1.6,1.5,2,1,0.33
2,7,102.01,63.85,2,2,1.25,1.6,2,1,1,0.36
2,8,91.04,70.93,2,2,1.25,1.6,1.5,2,1,0.25
2,5,137.43,78.14,2,2,1.25,1.4,1.75,1,1,-0.12
2,7,106.22,112.84,1,1,1.25,1.2,1.5,1,1,-0.63
2,8,105.97,72.96,2,1,1.25,1.6,2,2,1,1.16
2,8,92.19,72.58,1,1,1.25,1,1.25,2,1,0.83
2,8,110.8,80.51,2,1,1,1,1.5,1,1,0.55
2,6,58.82,47.27,2,2,2,1,2,2,1,-0.47
2,7,92.59,72.04,2,1,1.5,1.4,1.33,1,1,0.38
2,7,53.19,55.02,2,2,1.75,1,1.25,2,1,-0.57
2,7,107.97,97.87,2,2,1.75,1.25,1,2,1,1.15
2,9,105.41,103.51,2,1,2,1,1,1,1,0.36
2,7,74.69,72.42,2,2,2,1.8,1.25,1,1,-0.22
2,7,95.38,71,2,2,2,1.2,1.25,2,1,-0.05
2,7,93.9,41.18,2,2,1.25,1,1.25,2,1,-0.52
2,2,60.33,51.78,2,2,1.25,1.4,2,1,1,-0.31
2,3,59.25,41.68,NA,NA,NA,1,1.25,2,1,-0.49
1,7,57.98,58,4,3,1.75,2.2,2,1,-9,-0.09
1,-9,36.47,22.86,4,4,2.25,2.6,1.25,1,1,-0.38
2,9,90.63,78.6,1,1,1.5,1,1.25,2,1,-0.16
2,9,72.2,55.63,2,2,1.5,1,1.25,2,1,-0.31
2,5,68.52,66.99,2,2,1.5,1.6,1.5,2,1,-0.07
2,7,70.13,90.89,1,1,2,1,1.5,1,1,-0.04
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,0
2,5,57.88,46.74,2,2,2,1,1.5,1,1,-0.22
2,6,100.17,73.36,2,2,1.75,1,1.25,2,1,0.12
2,9,72.21,87.35,2,1,1,1,1,2,1,0.45
2,6,74.87,87.32,2,1,1.25,2.4,1,1,1,0.02
2,9,88.66,65.37,2,2,1.75,1.2,1,2,1,-0.22
1,7,54.15,53.41,2,3,2,1.2,1.75,1,1,0.25
2,7,55.74,50.81,1,1,1.25,1,1.25,1,1,0.57
2,7,68.7,56.26,2,2,1.5,2.6,1.25,1,2,-0.88
2,-1,103.84,51.25,2,1,1.25,1.8,1.5,2,2,-0.65
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,2,-0.38
2,8,73.4,41.5,1,2,1.5,1.4,1.5,2,2,0.09
NA,-1,88.81,63.32,1,1,1,1,1.25,2,2,-0.61
2,-1,69.26,31.58,2,2,1,1.8,1.25,1,2,-1.23
2,-1,65.26,38.63,3,2,1.5,2,1.25,1,2,-0.19
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.7
-9,7,67.4,68.08,1,1,1.5,1.8,1,1,2,-0.21
NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,-0.78
2,6,75.53,73.79,3,2,1.75,1.4,1,2,1,-0.26
2,2,58.73,36.84,2,2,1.5,2.6,1.25,1,1,-0.35
NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,-0.22
2,3,69.53,54.74,2,2,1.5,1.2,1,1,1,0.93
2,8,83.43,67.24,2,1,1.25,1.2,1,2,1,-0.58
2,NA,90.08,81.44,2,2,1.25,2.2,1.75,2,1,0.2
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,-0.77
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,0
2,NA,89.4,62.81,2,2,2,1.8,2,1,1,-0.61
NA,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
NA,4,66.84,45.24,2,2,2,1,1.25,2,1,-0.52
NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,-1.07
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,-0.48
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,0.01
1,-1,51.04,61.61,2,1,1.5,1.2,2,2,2,-0.05
2,-1,64.46,45.26,NA,NA,NA,1,1.5,2,NA,NA
NA,5,51.93,42.62,3,3,2,2,2,1,1,-0.16
NA,9,75.68,79.75,3,2,1.5,1.4,1.25,1,1,0.89
2,4,81.11,52.56,1,2,1.5,1,1.25,2,1,-0.18
2,7,91.43,66.17,2,2,2.25,1.4,2.25,1,1,-0.03
2,8,83.19,81.58,2,2,1.5,2.4,1.75,1,1,-0.19
1,8,57.79,48.12,3,2,1.75,2,2,2,1,-0.41
NA,3,71,62.5,2,2,1.75,1,1.5,2,1,0.56
2,7,66.54,73.65,2,1,1.5,1,1.75,1,1,-0.43
2,5,66.48,53.25,2,2,1.75,1,1.25,2,1,-0.21
NA,3,74.41,81.8,1,2,1.5,1.4,1,1,1,1.52
2,6,102.8,83.53,2,1,1.25,1,1.25,1,1,-0.39
2,8,77.08,73.3,2,2,1.25,1,1.25,2,1,0.15
NA,7,113.28,98.57,1,2,1.25,1,1.25,2,1,1.03
2,5,76.35,54.36,2,2,1,2.4,2,1,1,-0.61
2,NA,46.1,55.6,2,2,2,2.2,2,2,2,-0.81
2,NA,62.01,65.95,2,2,1,1.2,1.25,2,2,-1.1
-9,NA,65.88,61.66,2,2,1.5,NA,NA,2,2,-0.62
2,NA,47.22,49.24,2,2,1.25,2.2,2,1,2,-1
2,-1,79.53,61.58,1,1,1.75,1.2,1.25,1,2,-0.65
2,NA,46.87,42.17,1,1,2,1.6,1.75,1,2,-0.99
2,NA,53.98,46.04,2,2,1.5,1.8,1.25,2,2,-1
2,7,60.87,50.06,1,1,1.25,1.4,1.25,1,2,-0.62
2,NA,83.37,67.14,2,2,1.25,1,1.25,2,2,-0.86
2,NA,56.61,63.07,1,2,1.5,2,1.25,1,2,-0.91
-9,NA,61.36,63.36,2,2,1.75,1.8,1.25,1,2,-0.84
2,NA,56.21,52.88,2,2,1.5,1.2,1.25,2,2,-0.41
2,-1,58.52,50.65,2,2,1.25,1,1,2,2,-1.05
2,-1,40.71,54.64,2,2,1.75,2,1.25,1,2,-0.82
2,NA,51.06,51.46,2,2,1,1,1.5,2,2,-1.43
2,7,73.98,75.84,2,2,1,2,1.25,1,1,-0.26
2,7,74.73,64.5,2,2,1.25,1.4,1.25,2,1,0.21
2,8,102.51,69.05,1,1,1.5,1.2,1.25,2,1,0.72
2,5,57.35,57.27,3,3,2,1.6,1.25,2,1,0.2
2,3,87.76,61.67,3,1,1.5,1,1.5,1,1,-0.14
2,8,68.89,48.08,2,2,1.75,1,1.5,2,1,1.28
2,2,68.21,41.91,3,2,1.5,1.8,1.5,2,1,0.3
2,5,65.6,55.07,1,2,1.75,1,1.25,2,1,1.35
2,NA,127.39,92.24,1,1,1.5,2.2,1.25,1,NA,NA
2,4,73.79,49,NA,NA,NA,1.2,2,2,NA,NA
2,9,75.64,86.52,2,2,1.25,1,2,2,1,0.25
2,5,95.52,94.73,1,1,2,1.6,2,2,1,0.3
2,7,106.03,77.97,2,2,1.25,1.8,1.25,2,1,0.74
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,-0.22
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1.19
2,7,72.44,74.63,1,1,2,1,1,1,1,-0.39
2,8,108.09,71.9,2,1,1.5,1.8,1.25,2,1,0.61
2,9,129.95,91.55,2,1,1.5,1.4,1.5,2,1,0.74
2,1,66.5,53.69,2,3,1.25,2.4,1,2,1,-0.82
2,6,62.64,56.71,2,2,2,1,1.25,1,1,-0.49
1,7,53.53,50.59,3,2,1.75,2,1.25,1,1,-0.27
2,6,87.07,75.47,2,2,1.75,1,1.5,2,1,0.94
2,6,66.91,62.11,1,1,1.5,2,2,1,1,0.68
2,4,87.16,66.3,3,2,1.25,3,1,1,1,0.1
NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,-0.73
2,5,105.94,59.94,2,2,1.5,1,1.5,2,1,0.19
2,6,70.53,52.12,1,1,1,1,1.75,2,1,-0.14
NA,5,96.82,90.11,2,2,1.5,NA,NA,1,1,0.26
2,6,103.1,86.51,2,2,1.25,1,1,2,1,-0.5
2,8,99.17,80.06,2,2,1.75,1,1,1,1,0.64
2,6,147.62,60.66,2,2,1.75,1.2,1.25,2,1,-0.25
2,5,91.54,57.75,1,2,1.25,1,2,2,1,0.1
1,-1,57.7,25.73,1,2,1.5,1.4,1.5,2,2,-0.75
NA,5,NA,NA,NA,NA,NA,NA,NA,1,-9,0.77
2,-1,68.04,61.49,1,2,2,1,1.25,1,2,-0.38
NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,-0.87
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-0.99
2,8,78.17,66.18,2,1,2,2,1.25,2,2,-0.21
2,7,66.92,47.88,2,2,1,1.8,2,2,1,0.51
2,6,139.45,96.85,1,1,1,-9,-9,1,2,-0.97
2,6,83.83,50.26,1,1,1.25,1.4,1.75,2,2,-0.48
2,7,77.26,45.27,2,2,1.25,1.6,2,2,2,-0.99
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,2,0.04
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-1.04
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-0.65
NA,5,122.97,93.41,2,1,1.25,1.4,1.25,1,1,1.17
2,6,122.49,61.7,1,2,1.25,-9,-9,2,2,1.91
2,5,88.62,46.8,2,2,1.25,-9,-9,1,1,1.21
2,6,68.23,53.03,1,2,1.75,-9,-9,2,1,-0.52
2,7,66.92,82.77,1,1,1.5,1.8,1.75,1,1,1.16
NA,6,116.82,93.66,2,1,1.25,2,2,1,1,0.61
2,8,105.41,66.8,1,2,1.75,1.4,2,1,1,-0.54
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,-0.74
2,6,119.06,92.29,2,1,1,1,1.5,2,1,0.04
2,7,107.88,96.15,2,2,1.25,1,1.25,2,1,1.04
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,-0.19
2,7,89.27,64.72,2,2,1.25,1.6,1.25,1,1,0.79
NA,9,89.77,63.69,1,1,2.25,2,1.5,2,1,1.85
2,7,68.46,54.13,2,2,1.75,3.8,3,1,1,-0.58
2,6,85.84,66.31,3,2,1.75,2,2.25,2,1,-0.44
NA,9,93.91,75.83,1,1,1.25,2,2,1,1,1.22
NA,7,91.41,84.2,3,2,1.5,2.6,1.75,1,1,-0.59
2,8,89.72,83.54,2,2,1.25,2,1.25,2,1,1.85
2,4,95.08,69.5,2,2,1,2,1.75,1,1,0.81
2,5,84.15,75.34,2,2,1.75,2,1.75,1,1,-0.22
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,0.38
2,8,83.83,84.13,2,2,1.5,1,1.25,2,1,1.95
NA,9,79.95,62.67,2,2,1.25,1.8,1.75,1,1,-0.3
2,6,72.36,55.41,2,2,2,1.4,2,1,1,-0.31
2,6,60.88,69.07,1,2,1.75,1,1.75,2,1,0.57
2,9,74.42,65.73,2,2,1.5,2,2,2,1,-0.14
2,8,71.69,78.27,2,2,2,1.8,1.5,1,1,1.02
NA,8,75.76,101.91,2,1,1.25,1.2,2,1,1,0.78
2,4,69.14,60.66,1,1,1.25,1,2,2,1,1.04
2,7,67.26,53.33,3,2,1.5,1.8,1.75,2,1,-0.01
2,8,66.38,49.72,NA,NA,NA,1,2,1,NA,NA
NA,5,88.9,47.34,2,2,1.75,1.8,1.75,2,1,-0.31
2,6,70.01,53.94,2,2,1.25,1.8,2,2,1,-0.1
2,7,107.97,84.56,2,2,1,1.25,2.25,1,1,0.48
2,5,93.86,79.47,2,1,1.5,2.2,1.75,1,1,0.84
1,4,60.57,56.05,1,2,1,1.6,1.75,1,1,-0.56
2,6,82.03,49.35,3,2,1.75,2,1.25,2,1,0.08
1,5,73.92,63.81,4,2,2,2.2,2,1,1,-0.24
2,3,121.41,88.65,2,1,1.25,1,2,1,1,0.13
2,4,57.87,78.66,2,2,1.25,1.2,2.25,1,1,-0.59
2,5,65.52,48.18,2,2,1.5,2.6,2,1,1,-0.32
NA,4,73.27,47.52,1,1,1.5,2.2,2,2,1,-0.44
2,6,92.71,51.19,2,2,1.5,1.6,1.75,2,1,-0.64
1,1,47.84,27.86,3,2,1.5,1,2.25,1,1,-0.81
1,7,56.78,47.47,2,2,1.25,2,1.75,1,1,0.02
2,7,63.74,40.53,2,2,1,1,1.5,1,1,0.8
2,3,49.88,50.71,2,2,1.5,1.8,2,1,1,-0.85
2,6,69.84,53.48,2,2,1.75,1.8,1,2,1,-0.22
2,7,57.41,43.26,2,3,2,1,2.25,2,1,-0.31
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.45
2,2,66.69,60.84,2,2,1.5,1.2,1.75,2,1,-0.33
-9,3,55.12,43.26,1,2,1.25,NA,NA,2,1,-0.51
2,7,61.36,41.8,2,2,1,2,2,1,1,-0.35
2,5,77.89,96.96,2,2,1.25,2,1.25,1,1,1.04
2,7,76.23,47.39,2,1,1.25,1.8,1.25,1,1,0.13
1,6,36.64,25.2,3,1,4,NA,NA,2,1,-0.77
2,9,77.71,64.1,3,2,2,1.4,1.5,2,1,-0.04
2,6,62.79,40.51,2,3,1.25,1.6,1.75,2,1,-0.5
2,9,83.64,62.46,2,2,1.5,2.4,1.25,2,1,-0.78
2,6,72.3,56.43,2,2,1.25,1,1.75,1,1,0.4
1,5,46.93,50.76,2,2,1.75,2.75,-9,1,1,-0.35
1,NA,NA,NA,NA,NA,NA,2.8,1.25,1,1,-0.35
2,6,NA,NA,NA,NA,NA,NA,NA,1,1,-1.02
NA,9,NA,NA,NA,NA,NA,NA,NA,2,1,0.69
2,5,47.41,30.09,2,2,2,1.8,2,2,2,-0.58
2,NA,93.15,71.42,2,2,1,1,1.25,1,2,-0.57
2,7,68.1,61.19,2,2,2,3.2,1.25,1,1,-0.2
2,6,66.11,62.43,2,2,1.5,1.6,2.5,1,2,-0.83
NA,3,70.2,60.54,3,1,1.75,2.6,1.25,1,1,-0.8
2,8,71.77,97.75,2,2,2,2.8,2.25,1,1,-0.07
NA,8,NA,NA,NA,NA,NA,NA,NA,2,1,1.13
2,8,69.99,64.44,3,1,1,1.4,1.5,1,1,-0.55
2,7,107.51,66.14,2,1,1.75,1.4,1.25,2,1,0.04
NA,8,67.13,71.98,2,1,1.25,1,1,1,1,-0.12
2,5,71.04,51.87,2,2,1.25,1.8,1.5,1,2,-0.85
2,4,60.74,63.42,3,3,1.75,3.4,1.25,1,1,-0.58
2,2,62.79,46.01,2,2,1.25,1.8,1.25,1,1,-0.56
NA,1,51.7,48.41,3,2,2.25,1.25,1.25,2,1,0.09
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.44
2,8,89.58,67.82,2,2,1,-9,1.5,2,2,-0.48
2,3,57.99,38.7,2,2,1.5,1.6,2.25,2,1,-0.08
2,5,91.23,60.91,2,1,1.5,1.6,1.25,2,1,0.87
NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,-0.01
2,6,64.63,44.84,2,2,2,1.8,2.25,1,1,-0.4
2,5,67.44,61.5,3,1,1.25,1.8,1.75,1,1,0.57
-9,6,NA,NA,1,1,1.25,NA,NA,1,1,0.71
-9,6,84.8,59.93,3,2,1.25,1,1.75,2,1,-0.5
2,8,99.5,71.83,2,2,1.75,1,1,2,1,-0.41
2,5,92.06,74.01,3,2,1.25,2.8,1.5,1,1,-0.36
2,8,76.89,83.02,2,2,2,1.8,1.5,2,1,-0.49
2,6,66.66,64.13,2,2,1.5,3.2,1.75,1,1,0.08
2,6,73.84,53.47,2,2,2.25,2.2,1.75,2,1,-0.62
2,8,85.97,75.14,1,2,1.5,1.6,1,2,1,0.7
NA,7,63.43,63.93,2,2,1,1.6,1.5,2,1,-0.57
2,9,106.56,73.76,2,1,1,2,1,1,1,-0.26
2,8,105.56,73.76,1,1,1.75,1,1.25,2,1,2.18
-9,8,NA,NA,2,2,1.5,NA,NA,2,1,1.18
2,7,101.59,72.2,2,2,2,1,1.25,2,1,0.26
2,6,65.67,66.05,1,2,1.25,1,1.25,2,1,0.07
2,-1,44.71,26.92,2,2,1.25,1.8,-9,2,2,-0.62
2,6,65.51,56.74,3,2,1.25,1.8,2,2,2,-1.09
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-0.6
2,-1,57,51.41,2,2,1.25,1.8,1.5,1,2,-1.13
1,-1,41.65,40.53,1,3,1.5,1,1.25,1,2,-0.14
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,2,-0.99
2,7,73.76,54.19,2,2,1.5,2,2,2,2,-0.42
2,-1,64.99,53.26,NA,NA,NA,3.4,2.25,2,2,-0.12
2,-1,57.75,55.92,2,2,1.5,1,1,2,2,-0.89
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,2,-0.8
2,6,70.69,50.54,1,2,1.25,1.8,2,2,1,1.51
2,5,119.03,48.76,2,2,1.75,2,2.75,2,1,-0.62
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,-0.1
2,4,124.2,56.22,2,1,1.25,2.2,2,1,1,-0.57
1,3,51.12,45.15,2,2,1,2,1,2,1,-0.25
2,4,71.46,52.54,2,2,2.25,3.2,2.25,1,1,-0.32
2,6,82.47,74.68,2,2,1.25,1,2,2,1,-0.69
2,8,75.76,87.39,2,2,1.75,2.6,1.75,2,1,0.38
NA,5,NA,NA,NA,NA,NA,NA,NA,2,1,0.05
2,5,47.94,55.45,2,2,1.25,-9,3.67,2,1,-0.75
2,5,58.21,44.93,2,2,1.25,1.2,1,2,1,-0.65
2,5,108.3,56.64,3,2,1.25,2.2,3.75,2,1,-0.57
NA,6,52.48,46.91,2,2,1.75,1.8,1.25,2,1,-0.05
NA,9,65.18,39.91,NA,NA,NA,2,1.5,1,NA,NA
2,7,58.75,48.46,NA,NA,NA,1,1.75,2,NA,NA
1,-1,51.03,33.85,NA,NA,NA,1,1,2,2,-1.16
1,-1,-1,-1,2,2,1.5,1,1,1,2,-0.89
2,-1,66.34,47.45,1,2,1.75,1,2.25,2,2,-0.11
NA,3,125.11,78.51,2,2,2,1.6,1.25,1,1,0.76
NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,-0.68
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,-0.58
2,8,65.27,79.72,2,2,2.5,1.4,1.25,1,1,0.12
2,8,73.16,59.68,2,2,2,1.2,2,2,1,-0.48
2,9,120.24,114.94,3,1,1.75,3.2,1.5,1,1,1.91
2,5,68.46,76.75,2,2,1.75,1.2,1.5,2,1,-0.53
2,8,100.69,93.36,2,2,1.75,1.2,1.25,1,1,0.58
2,7,88.55,77.95,2,2,1.5,1.4,1.25,1,1,0.87
NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,-0.39
2,9,NA,NA,NA,NA,NA,NA,NA,2,1,0.18
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,0.48
2,2,100.33,64.43,2,2,2,2,1.75,1,1,1.2
NA,8,NA,NA,NA,NA,NA,NA,NA,2,1,0.45
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,0.67
2,6,70,59.37,2,2,1.5,2,2,2,1,1.28
2,7,101.27,97.88,1,2,1.5,1,1.25,2,1,0.59
2,NA,77.71,63.58,2,2,1.75,1,1.25,2,1,-0.35
2,NA,65.26,52.01,2,1,1.25,2,2.5,2,1,0.09
2,NA,91.15,81.6,2,1,2.25,1.6,1.25,2,1,0.43
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.71
2,NA,88.99,61.19,1,1,1.25,1,1.25,2,1,0.52
2,NA,99.78,88.56,1,2,1.25,1.2,1.25,2,1,0.94
2,NA,58.28,81.14,2,2,1.5,1.8,1.25,1,1,-0.3
2,NA,119.11,86.39,2,2,2,1,1,2,1,0.6
2,NA,66.23,61.29,NA,NA,NA,1.4,1.25,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-0.41
2,NA,71.7,75.18,2,1,2.25,2,2.5,1,1,0.94
2,NA,91.79,110.01,2,1,1.25,1,1.25,1,1,0.9
2,NA,64.91,62.16,3,2,2.25,2.2,2.25,1,1,0.87
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.67
2,NA,78.04,56.55,2,2,1.25,2,2,1,1,0.35
2,NA,62.26,41.84,3,2,1.25,2,1.75,1,1,-0.43
2,NA,105.61,74.32,1,1,1,1,1,1,1,1.85
NA,NA,65.28,77.47,1,2,2,1,2,1,1,0.21
2,NA,76.36,56.73,3,2,1.5,2.4,1.75,1,1,-0.55
2,NA,75.94,76.67,2,2,1.25,1.6,1.25,2,1,0.03
2,NA,74.1,60.16,2,2,1.25,2,2,1,1,0.1
2,NA,52.04,38.06,2,2,1.5,1.6,1.75,2,1,1.63
NA,NA,54.82,47.09,3,3,3.25,1.4,2.75,1,1,1.21
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1.31
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.71
NA,-1,48.96,55.59,2,1,1.75,2,2,1,2,-0.54
2,-1,47.26,39.85,2,2,1.75,2,1.75,2,2,-1.05
2,8,77.81,81.67,1,1,1.5,1.4,1.25,2,2,-0.58
1,-1,-1,-1,3,4,1.25,1.4,1.25,2,2,-1.33
NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,-0.58
NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,-0.32
