F5SPECS,C1FMOTOR,C4R4RSCL,C4R4MSCL,P4ATTENI,P4SOLVE,P4SADLON,T4EXTERN,T4INTERN,GENDER,WKWHITE,WKSESL
NA,7,86.11,89.95,NA,NA,NA,1,-9,2,NA,NA
2,3,91.39,66.04,-9,-9,-9,1.4,1.25,1,NA,NA
2,4,57.16,49.9,2,2,1.75,1.2,2,1,2,-0.76
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-1
NA,5,67.35,51.03,3,2,2,2,2.25,1,2,-0.49
NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,-0.28
2,7,103.56,101.7,2,1,1.25,1,2.25,2,1,1.28
2,7,105.13,89.16,2,2,1.25,1,1.67,2,1,0.1
2,8,89.02,58.51,2,2,1,1.5,1,2,1,1.06
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.65
2,4,-1,41.29,2,2,1.25,1.8,1.75,1,2,-0.64
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.52
2,4,64.32,58.15,2,2,1.5,2.4,1.5,1,2,-0.66
NA,6,-1,46.17,1,1,2,1.4,2,2,2,-0.65
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.08
NA,2,54.56,51.31,2,1,1,2.4,-9,2,1,-3.22
2,9,58.36,50.59,2,2,1.75,2.6,2,1,2,-0.51
NA,3,64.25,57.2,3,2,1,2.8,2,1,1,-0.29
NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,-0.32
2,3,54.96,64.65,2,1,2,2.2,1.75,1,2,-0.7
NA,8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
-9,6,117.55,80.08,2,1,2,1.6,1.75,1,1,1.01
2,3,65.17,63.89,2,2,1.5,1.4,2,2,1,1.87
2,7,112.98,69.84,2,2,2,2,1.5,1,1,0.38
2,7,127.23,107.61,1,1,1.75,1.2,1.25,1,1,0.89
2,8,71.72,69.69,2,2,1.75,NA,NA,1,1,1.99
NA,7,NA,NA,2,2,1.75,NA,NA,2,1,1.36
-9,3,129.15,93.59,1,1,1.75,1.6,1,1,1,2.06
2,3,101.8,88.27,2,1,2,2.6,2.25,1,1,0.17
2,7,79.05,75.8,2,1,1.25,1,2.75,2,1,0.78
NA,3,66.18,43.89,2,2,1.75,NA,NA,2,1,0.13
-9,5,85.82,65.87,3,2,2,NA,NA,1,1,-0.28
2,4,72.09,88.24,3,3,1.5,2.6,2.25,1,1,0.66
2,8,101.43,60.88,3,2,1.5,1.8,1,2,1,-0.44
NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,-0.06
2,6,77.11,59.47,2,2,2,2.4,1.25,2,1,0.53
NA,4,NA,NA,NA,NA,NA,NA,NA,1,-9,0.37
2,6,106.39,91.8,1,1,1.25,2,2.25,1,1,-0.54
2,2,85.13,66.12,2,2,1.5,1.8,2,1,1,-0.08
2,5,76.32,61.82,2,2,1.25,2.2,1.75,2,1,0.62
NA,3,88.09,59.04,3,4,1.25,2.8,1.75,1,1,0.18
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,1.41
2,6,118.19,98.72,2,1,1.5,1.2,1.25,2,1,1.49
2,-1,-1,-1,NA,NA,NA,1.6,1.33,1,2,-1.02
2,-1,50.83,48.2,NA,NA,NA,1.2,1,2,2,-1.19
2,-1,73.51,61.02,1,1,2.25,1,1.25,2,2,-0.54
2,-1,80.36,55.2,2,2,1.25,1.4,1.25,1,NA,NA
2,-1,-1,-1,2,2,2,1.8,2.25,2,2,-1.27
-9,-1,62.85,45.05,1,2,1.75,NA,NA,1,2,-4.18
2,-1,61.57,57.59,1,1,1,2.2,1.25,2,2,-0.55
2,-1,58.91,43.99,2,2,1.25,2.4,1.25,2,2,-1.22
-9,-1,NA,NA,2,2,1.25,NA,NA,2,2,-0.86
2,-1,52.19,40.42,2,3,1,1,1.25,1,2,-1.19
2,5,104.55,43.16,1,2,2,1,2.25,2,2,-0.05
2,-1,76.96,36.74,NA,NA,NA,1.2,1.5,2,NA,NA
NA,6,59.58,73.03,NA,NA,NA,2.2,1.25,2,2,-0.49
2,-1,75.59,62.34,NA,NA,NA,1,-9,2,NA,NA
2,-1,44.11,41.02,2,2,1.5,-9,2.5,2,NA,NA
-9,-1,39.62,48.68,3,3,1.5,2.25,1.67,1,2,-0.83
NA,7,47.96,40.47,1,2,1.25,-9,-9,2,2,-1.04
2,-1,-1,-1,2,2,1.5,-9,1.5,2,2,-0.4
2,-1,42.64,34.53,2,1,1.25,-9,-9,1,NA,NA
2,5,73.56,59.61,2,1,1.25,1.2,1,1,1,-0.91
2,5,67.59,54.5,2,2,1.5,NA,NA,2,2,-1.03
2,3,46.5,30.21,1,1,1.25,1.2,2.25,2,2,-0.99
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-4.47
2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-0.98
2,NA,46.19,53.13,2,2,1.5,NA,NA,1,2,-0.13
2,7,70.76,62.82,2,2,1.5,1,1.75,1,2,-0.64
NA,5,NA,NA,2,1,1.5,NA,NA,1,NA,NA
2,NA,96.99,69.24,1,2,1.5,1.2,1,1,2,0.16
NA,2,NA,NA,2,2,1.25,NA,NA,2,2,-1.24
2,-1,-1,-1,1,1,1.75,1,1.75,2,NA,NA
2,-1,64.85,50.54,2,2,2,2,1.33,1,2,-1.33
2,6,93.74,61.32,3,2,2.25,NA,NA,2,2,0.01
NA,-1,60.61,60.1,2,3,1.5,2,1.5,2,NA,NA
2,6,62.78,46.31,1,2,1,1.4,1,1,2,-0.39
NA,1,65.79,26.13,2,2,1.5,2,1.75,1,2,0.4
2,5,110.21,72.64,1,1,1.5,2.2,3,2,1,-1.06
2,4,47.39,45.33,3,3,2,2.6,1.25,1,1,-0.51
-9,5,NA,NA,1,2,1,1,1,2,2,-0.89
2,6,57.68,55.65,-8,-8,1.25,1.4,1.75,2,1,0.3
2,3,45.8,41.75,2,2,1,1.2,1.25,1,1,-0.96
2,3,87.2,55.82,2,1,1.75,1.2,1.25,1,2,-0.33
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,0.22
2,0,53.17,44.07,4,4,2,3.2,2.5,1,2,-0.65
NA,4,42.72,33.92,3,3,1.75,NA,NA,2,2,-0.31
-9,5,66.22,52.15,2,2,1.25,2,1.25,1,2,-1.19
2,7,46.76,28.03,2,2,1.75,1.25,1,2,1,-1.27
-9,7,NA,NA,3,2,1.25,NA,NA,2,1,-0.59
NA,NA,46.39,33.97,NA,NA,NA,2,1,1,NA,NA
-9,5,89.08,67.17,1,1,1.25,NA,NA,2,2,-0.66
2,6,99.67,64.01,1,2,1.5,1,1.5,2,2,-0.67
-9,6,59.08,46.41,2,2,1.25,1.4,2,1,2,-0.61
-9,8,78.84,62.46,1,2,2.25,1.2,1.75,2,1,-0.81
2,3,NA,NA,2,2,3,NA,NA,2,2,-1.27
-9,1,67.28,55.87,NA,NA,NA,1,1.25,1,1,-0.69
NA,2,57.4,55.08,NA,NA,NA,1.6,1.25,2,1,-0.3
2,7,72.62,58.92,NA,NA,NA,1.6,1.5,2,2,-0.67
-9,5,NA,NA,NA,NA,NA,NA,NA,2,1,-0.82
2,2,38.63,43.9,3,3,2,4,1,1,2,-1.24
2,2,-1,33.71,2,1,1.75,3.6,1.25,1,2,-0.8
-9,7,49.98,36.25,1,2,2,2,2,2,2,-1
2,2,NA,NA,2,2,2,NA,NA,1,2,-0.19
2,3,46.92,26.57,2,2,1.5,1.4,1.5,1,1,-1.01
2,6,63.22,62.17,NA,NA,NA,2,1.25,2,1,-1
2,3,-1,24.98,3,3,1.25,-9,2.67,1,1,-1.19
2,7,71.35,56.31,3,2,2,1.4,1.75,1,2,-1.26
2,3,58.39,50.2,2,2,1,2,2.25,1,1,-0.24
2,5,65.86,53.26,2,2,2.25,NA,NA,2,1,0.03
2,6,66.36,56.12,2,2,1.25,3.2,2,2,2,0.17
2,7,55.42,51.62,2,3,1.75,NA,NA,1,1,-0.59
2,5,69.27,68.22,3,2,2,1,1,1,2,-0.88
NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,-0.51
2,2,51.89,53.53,2,2,1.5,NA,NA,2,2,-1.12
2,-1,65.03,41.06,2,2,2,1.4,1.25,2,2,-0.66
2,6,68.4,49.79,1,2,1.5,1.2,1,1,2,-0.86
2,-1,87.1,47.2,2,1,1.25,1.2,1,1,2,-0.73
2,-1,39.63,23.96,2,3,1.75,2.2,1.25,1,2,-4.18
2,6,65.65,60.23,2,2,1.25,2,1.75,1,1,-0.89
2,6,-1,53.1,2,2,1.25,1.6,2,2,1,-1.29
2,7,90.56,64.35,2,2,1.25,1,1.25,2,2,-0.53
2,2,50.51,32.69,2,2,1,1.8,1.75,2,1,-0.57
2,3,53.44,42.88,2,1,1.5,1.75,1.75,1,2,-0.73
2,6,76.69,59.79,1,2,2,1.6,1.25,1,2,-0.55
2,5,50.64,47.84,3,2,1.25,NA,NA,1,2,-0.55
2,2,42.71,27.73,2,3,2.25,3.8,3.25,2,2,-0.35
2,6,61.59,41.67,1,1,1.5,1.4,2,2,2,-0.77
2,7,-1,55.96,2,2,1.5,3.4,1.5,2,1,-1.23
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,-0.99
NA,5,61.82,51.05,2,2,2,NA,NA,2,2,-1.17
2,5,-1,44.15,2,2,2.5,1,2,2,1,-1.07
2,6,-1,43.04,1,2,2.75,2.6,2.25,1,1,-0.93
2,5,71.61,62.48,2,2,2,1,1.25,2,1,-0.93
2,6,51.12,28.62,2,2,2.75,2.4,2,2,1,-1.29
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.86
2,8,50.95,33.63,2,2,1.25,1.4,2,2,2,-1.26
2,5,75.52,67.37,2,2,1.75,1.2,1.25,2,1,-0.59
2,NA,102.28,52.3,1,2,1.5,1,-9,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.36
2,-1,-1,-1,3,3,2,1,1.25,1,2,-0.04
2,-1,79.57,70,NA,NA,NA,1.6,1.25,2,2,-1.16
2,-1,88.39,57.57,1,1,2,3.2,2.75,2,2,-0.73
NA,5,84.3,49,2,2,1.25,1.6,1.25,1,2,-0.84
-9,-1,-1,-1,NA,NA,NA,2,1.5,2,2,-0.41
NA,-1,NA,NA,NA,NA,NA,NA,NA,1,2,-0.26
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-0.32
2,3,90.11,55.72,NA,NA,NA,1.6,1.25,2,NA,NA
2,5,50.86,44.92,2,1,1.25,1,1,2,2,-1.68
2,2,44.8,34.25,3,2,1.25,2.8,2.25,2,2,-0.98
2,4,77.93,55.68,2,2,1.25,1,-9,2,2,-1.06
NA,2,66.49,50.87,NA,NA,NA,1,2.25,1,1,-0.11
NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,-0.71
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.61
2,5,64.95,61.67,2,2,1.25,-9,-9,2,2,-0.64
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,-0.2
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,-0.61
2,3,48.8,36.13,2,2,1.5,1,2,2,1,-0.47
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,-0.49
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,-0.76
NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,-1.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1.28
NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,1.62
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,0.04
NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,-0.7
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,-0.09
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,-0.42
NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,0.42
NA,8,NA,NA,NA,NA,NA,NA,NA,1,2,-0.1
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-0.28
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.25
NA,-1,50.24,40.01,2,2,2.25,1,1,1,2,-1
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,0.79
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.16
NA,-1,NA,NA,NA,NA,NA,NA,NA,2,2,-0.81
2,-1,58.5,49.92,2,2,1.75,1.2,1.75,1,2,-0.7
1,NA,-1,-1,2,2,1.75,1,2,2,2,-0.69
2,-1,66.62,48.06,NA,NA,NA,1,1.25,2,2,-0.92
2,-1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-0.73
-9,8,50.54,49.73,2,2,1.25,1.2,2,1,2,0.64
2,7,90.42,60.17,NA,NA,NA,2,2,2,2,0.15
2,7,75.29,60.81,NA,NA,NA,1,1,2,2,-1.06
NA,5,52.59,65.16,2,2,2,1.8,-9,1,2,-1.35
2,5,41.55,31.77,1,2,1.5,NA,NA,1,2,-0.67
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-0.87
2,7,68.05,48.45,2,2,1.5,1.2,1,2,2,-0.86
1,-9,-1,21.89,2,2,1.5,1.25,1.5,2,1,-0.74
2,5,61.72,48.76,3,2,2.5,1.6,1.75,1,1,-1.91
2,7,60.7,49.51,2,2,3,1.2,1,2,1,-1.44
NA,5,65.87,70.08,2,2,1.5,1.4,1.5,2,2,-0.07
2,-1,41.92,28.67,NA,NA,NA,1,1,2,NA,NA
-9,-1,66.38,56.34,1,1,1,-9,1,2,2,-0.48
2,6,55.79,52.45,1,1,1.25,1.6,1.5,1,2,-1.48
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.17
NA,NA,59.39,39.29,NA,NA,NA,1.2,2,2,2,-1.25
NA,6,50.22,45.16,NA,NA,NA,1.4,1.75,2,2,-1.24
2,4,74.37,43.86,NA,NA,NA,1.4,1,1,1,-1.45
NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,0.43
2,4,58.15,29.67,1,1,1.25,1,1.25,1,1,-1.34
2,5,57.17,64.77,2,2,2.5,1.4,1,1,2,-1.12
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,-4.18
2,5,-1,54.18,NA,NA,NA,1,-9,1,2,-1.12
2,4,48.35,34.49,2,2,2,1.5,1,2,2,-1.15
2,5,63.07,51.5,2,2,1.75,1.6,2,1,1,-0.56
NA,2,67.85,43.84,3,2,1,1.4,1,1,2,-0.37
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-1.43
2,6,77.21,71.14,2,1,1.25,1.6,1.25,1,2,-0.71
2,6,44.87,35.94,2,3,2.25,1.2,1,2,2,-0.98
2,5,56.56,34.25,2,2,1.25,1.4,1.75,2,2,-1.23
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-1.24
2,5,63.19,42.7,2,1,1.25,1,1,1,2,-0.71
2,6,110.35,81.25,2,2,2.25,2,1,2,2,0.26
2,5,106.08,67.45,2,2,1.75,1.4,1.5,2,2,1.43
2,7,70.24,47.72,2,2,1.5,2,2,2,1,0.54
2,7,86.75,55.43,2,2,1.25,3.6,1.25,1,1,0.1
2,5,74.33,65.35,1,2,1.25,1,1,2,1,-0.32
2,5,69.35,58.06,2,2,1.5,1.6,2,2,1,0.25
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,0.13
2,8,74.44,71.61,2,2,1.75,1.8,1.75,2,2,0.19
2,8,81.88,61.16,2,2,1.75,1.8,1,1,2,0.43
2,6,88.03,62.49,2,2,1,1.2,1.25,2,1,0.19
2,4,107.42,98.49,1,1,1.25,1.6,1.25,1,1,0.85
2,8,104.59,84.07,1,1,1.5,1.6,1.25,1,1,0.93
2,9,123.83,88.87,1,2,1.25,1,1.25,2,1,0.66
2,5,89.88,80.45,1,2,1.5,1.2,1.25,2,1,0.87
2,8,79.94,55.81,1,2,1.75,1,1,2,1,0.32
2,5,76.47,59.75,2,3,1.5,1,1.75,1,1,1.23
NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,8,70.21,75.09,3,2,2,2.6,1,1,1,0
2,6,88.37,64.01,2,2,1.5,1,1,2,1,-0.22
-9,NA,43.71,34.23,2,3,1.5,2.4,2.5,1,1,-0.36
1,4,33.01,27.44,4,3,1.25,2.2,1.33,1,2,0.4
2,6,157.16,103.44,1,1,1.5,1,1.25,1,1,0.75
NA,9,NA,NA,NA,NA,NA,NA,NA,2,2,1.86
NA,4,NA,NA,NA,NA,NA,NA,NA,-9,NA,NA
-9,8,74.88,55.09,2,2,1.25,1.6,1.25,2,1,0.55
2,6,87.61,46.36,3,2,1.5,1.8,1,1,2,0.75
NA,6,122.27,90.08,1,1,1,NA,NA,2,1,0.23
2,9,127.51,96.92,2,2,2,1,1.25,2,2,1.62
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1.35
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,-0.83
2,7,90.52,65.6,2,2,1.25,2.6,1.75,1,1,2.28
NA,9,155.64,90.38,2,1,2.25,NA,NA,2,1,0.99
2,7,70.74,49.29,2,2,1.5,1,3,2,1,1.28
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,0.55
NA,7,64.79,49.89,2,2,1.5,2,2,2,1,0.71
2,6,90.18,58.23,1,1,1.75,NA,NA,2,1,1.82
2,8,97.05,85.07,3,2,1.25,1,1.75,1,1,1.61
2,7,93.23,60.46,1,2,2,2,1.5,2,2,1.32
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,-1.27
2,7,89.55,80.2,2,1,2,1.2,1.5,2,1,1.04
2,7,76.32,45.17,2,2,1.75,1.4,1.5,1,1,1.48
2,5,91.83,63.03,2,1,1.25,1.4,1.5,1,1,2.33
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,0.37
2,6,145.18,74.22,1,1,1.25,1,1.25,2,1,0.84
2,8,53.53,39.92,NA,NA,NA,3,2,1,2,-0.27
NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,-1,66.97,43.84,1,2,2,2.6,2,1,2,0.03
2,4,56.5,46.28,-9,-9,2,1,1.5,1,2,0.61
2,9,61.5,52.92,2,2,1.25,1,1,1,1,-0.31
2,-1,61.37,47.69,NA,NA,NA,1,1.25,1,2,-0.01
2,8,NA,NA,1,1,1.75,2,1.25,1,2,-0.78
2,9,57.3,50.77,NA,NA,NA,3,1.75,2,NA,NA
2,9,77.1,58.25,2,1,2,1.6,1.25,2,2,-0.21
2,9,80.89,62.29,2,3,1,1.6,1.75,2,2,0
2,9,62.65,50.38,1,1,1.25,1.4,2.5,2,2,-0.41
2,5,64.53,54.41,3,3,1.25,2.4,1.75,1,2,0.76
-9,4,76.12,50.28,2,2,1.25,2.8,1.5,1,2,-0.05
NA,8,95.33,50.54,NA,NA,NA,2,1.75,1,2,0.2
2,7,51.38,67.73,2,2,1.5,2.8,2,1,2,0.46
NA,8,NA,NA,1,1,1,NA,NA,2,2,0.58
2,8,103.23,65.43,2,2,1.25,1.8,1.75,2,2,0.79
NA,9,NA,NA,NA,NA,NA,NA,NA,2,2,-0.23
2,3,50.95,36.37,3,3,2,1.4,2.25,1,1,-0.58
NA,6,70.1,40.48,NA,NA,NA,2,1.5,2,NA,NA
2,8,63.09,46.35,1,1,2.5,-9,-9,2,1,0.04
2,5,46.63,48.05,2,2,1.75,1.2,1.75,1,1,-0.65
NA,NA,91.03,67.5,2,2,1.75,1.25,1.25,2,2,0.82
2,NA,75.97,58.3,2,2,2,1,1.5,2,2,0.96
2,6,120.18,85.67,2,1,2.25,1,2,2,1,0.77
2,7,104.13,88.73,NA,NA,NA,1,1.25,2,2,0.99
NA,7,98.04,58.3,NA,NA,NA,1,1,1,2,-0.24
2,5,83.17,85.52,2,2,2,1.6,1.75,1,2,1.29
2,NA,126.71,101.35,2,2,1.25,1,1,1,2,0.04
2,6,86.66,63.06,NA,NA,NA,1,1.25,2,2,1.05
2,7,88.58,63.23,2,2,1.5,1.2,1.25,2,2,-0.35
2,5,74.09,50.09,NA,NA,NA,1.6,1.25,1,2,0.35
2,7,85.57,71.4,NA,NA,NA,1.2,1.25,1,2,-0.32
2,6,56.38,65.11,2,2,2.5,1.4,1,2,2,0.45
2,4,59.12,42.55,2,2,1,1.2,1,2,2,0.05
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,0.78
2,7,61.96,34.83,2,2,1.25,2,1.33,2,1,0.31
-9,3,58.09,59.13,2,2,1.25,1.4,1,2,2,-0.04
NA,5,NA,NA,NA,NA,NA,NA,NA,2,1,0.71
2,6,100.62,65.79,2,1,1.75,1.2,1.25,2,1,0.28
2,3,53.96,79.31,2,1,1.25,2,1.25,1,2,1.17
2,4,68.69,70.86,-9,-9,NA,1.2,1.75,1,2,-0.12
2,4,46.54,35.01,2,1,1.5,2,1.5,2,2,-0.03
NA,5,48.08,41.88,4,2,1.25,2.6,1.5,1,2,0.69
2,3,74.65,90.11,2,1,1.25,1.4,1,1,1,0.07
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-0.16
2,-1,88.43,48,2,2,2.25,1,1,1,2,-0.29
2,6,122.92,105.98,2,1,1.25,1,1.25,1,2,0.64
-9,8,94.76,63.01,1,2,2,2,1.75,1,2,-0.14
2,6,74.71,64.65,1,2,2,1,1.75,1,2,-0.36
-9,5,59.67,58.16,2,2,1.75,1,1.75,1,2,-0.31
2,-1,57.67,64.26,2,2,1.25,-9,-9,2,2,-0.88
2,9,57.94,50.72,NA,NA,NA,2.4,2.25,1,NA,NA
2,5,107.42,82.71,2,2,2.25,1,1,1,2,0.32
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-0.27
2,9,76.82,88.12,2,2,1.25,1,1,2,2,0.65
2,3,86.63,59.92,-8,-8,1.5,1,1,1,1,0.28
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.41
2,2,73.22,59.78,3,3,2,1,1.25,2,2,-0.52
2,6,90,77.93,1,2,1.25,1,1,2,1,0.38
2,3,80.93,64.12,2,2,1.75,1,1.25,2,1,-0.24
2,7,121.44,90.8,NA,NA,NA,1.8,1.25,2,2,-0.35
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,0.73
2,4,48.36,45.76,NA,NA,NA,2.2,2,1,1,-0.37
2,7,115.45,82.86,NA,NA,NA,1.8,1.25,2,1,0.26
2,4,87.59,80.18,2,1,2,1,1,2,1,-0.1
NA,6,76.87,65.3,3,2,2.5,2.6,1.75,1,1,-0.04
NA,9,102.16,94.74,1,1,2,1.2,1.25,2,1,0.38
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.74
2,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.85
-9,1,57,65.91,2,2,2,NA,NA,1,2,-0.73
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-0.7
2,5,-9,-9,1,2,1,NA,NA,1,2,-0.59
2,5,62.06,40.95,3,2,2.25,NA,NA,2,2,-0.08
2,4,66.15,47.26,2,1,2,NA,NA,2,2,-0.64
2,7,70.27,53.47,2,2,1.75,NA,NA,2,2,-0.07
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-0.74
2,3,39.63,40.27,1,2,2.5,NA,NA,1,2,1.51
NA,1,44.47,32.09,NA,NA,NA,NA,NA,1,NA,NA
2,6,65.62,57.22,NA,NA,NA,NA,NA,2,2,-0.53
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,0.13
NA,7,63.81,43.49,NA,NA,NA,NA,NA,2,2,-0.33
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,-2.31
NA,4,36.8,32.56,3,2,1.5,NA,NA,1,2,-0.88
2,7,65.29,53.21,NA,NA,NA,2,1.25,2,2,-0.39
2,2,57.04,54.73,2,2,1.75,NA,NA,2,2,-0.56
2,4,69.57,56.03,2,2,1.25,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-0.81
2,5,53.48,47.94,2,2,1,NA,NA,1,2,-0.35
NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,-0.44
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-0.48
2,5,58.01,45.58,1,1,2,2,1,2,2,-1.03
2,6,47.47,46.51,-9,-9,NA,1.2,2.75,2,NA,NA
2,5,77.57,44.45,NA,NA,NA,2.2,2,1,2,0.11
2,-1,49.76,53.24,1,1,1.5,1.8,1.25,2,2,-0.93
2,7,72.17,54.18,2,2,2.5,1.4,1.5,2,NA,NA
2,NA,44.61,31.25,2,2,1.5,NA,NA,1,2,-0.76
NA,9,48.85,40.24,2,2,1,2.2,1.75,1,2,-1.09
NA,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2,7,50.39,34.49,2,2,1,NA,NA,1,2,-0.04
2,2,66.12,28.71,2,2,1.5,NA,NA,2,2,-0.58
1,1,34.65,23.61,4,4,1.75,3.2,3,1,2,-0.29
2,5,89.6,78.91,NA,NA,NA,NA,NA,1,2,-1.03
2,5,51.86,45.4,2,2,1.75,NA,NA,1,2,-0.88
2,7,49.49,46.32,1,1,1.75,NA,NA,2,2,-0.31
2,5,41.15,30.18,2,2,2,NA,NA,2,NA,NA
NA,6,67.23,54.71,NA,NA,NA,NA,NA,1,NA,NA
2,5,69.9,66.51,2,2,1.5,NA,NA,1,1,0.05
2,0,39.43,32.01,NA,NA,NA,NA,NA,1,2,-0.31
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,-0.94
NA,4,49.21,37.62,2,2,1.25,2.6,1.25,1,2,-0.67
2,1,41.24,30.67,2,2,2,NA,NA,2,2,-0.71
-9,2,44.26,40.16,2,2,1.25,NA,NA,2,2,0.22
2,2,37.76,41.67,2,2,1.5,2.6,1.5,1,2,-0.42
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,0.49
NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,3,NA,NA,2,1,1.75,NA,NA,2,2,0.5
NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2,5,NA,NA,NA,NA,NA,NA,NA,1,2,0.01
NA,6,100.08,54.97,3,2,1.75,NA,NA,2,2,0.46
NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NA,8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,7,NA,NA,2,2,1.25,NA,NA,1,1,-0.13
NA,9,NA,NA,NA,NA,NA,NA,NA,2,2,1.24
2,9,76.64,57.86,2,2,1.5,NA,NA,1,2,0.28
2,8,71.24,62.75,2,1,1.5,NA,NA,2,2,0.67
2,8,80.09,76.85,3,1,1.25,NA,NA,1,2,0.76
2,7,71.04,69.6,NA,NA,NA,NA,NA,2,2,-0.42
NA,4,76.16,57.66,NA,NA,NA,NA,NA,1,2,-0.18
2,3,52.6,45.49,2,2,1.25,NA,NA,2,2,-0.21
-9,8,51.65,50.39,2,2,1.75,NA,NA,1,2,-1.29
2,6,81.22,57.01,1,1,1,NA,NA,1,2,-0.63
2,NA,76.81,54.39,1,2,2,NA,NA,2,2,-0.22
2,NA,73.82,43.25,2,1,1.25,NA,NA,2,2,0.48
2,8,61.42,51.52,1,1,1.25,NA,NA,2,2,-1.06
2,8,95.13,79.28,2,1,1.25,NA,NA,1,2,-0.61
2,3,39.91,32.33,1,2,1.75,1.6,2.5,1,2,-1.93
NA,7,61.37,46.88,NA,NA,NA,NA,NA,2,2,-0.54
2,6,57.62,48.08,2,2,1.5,NA,NA,1,2,-0.84
2,7,54.74,39.71,NA,NA,NA,NA,NA,2,2,-0.12
2,6,64.86,54.69,1,1,1.25,NA,NA,1,1,1
NA,5,63.01,70.71,NA,NA,NA,NA,NA,1,NA,NA
